UF;MUNICIPIOS;TRANSFERIDO;SALDO_CONTA;PORCENT_SALDO;PORCENT_EXECUTADO
PB;MATO GROSSO;42314.8;235.29;0.005560465841738587;0.9944395341582614
RS;MATO LEITAO;49364;12.13;0.0002457256300137752;0.9997542743699862
PR;MATO RICO;45852.92;46159.16;10.066.787.458.683.100;0
MG;MATO VERDE;105727.08;26.88;0.0002542395004193817;0.9997457604995806
MA;MATOES;252076.72;79137.75;0.3139431122397975;0.6860568877602025
MA;MATOES DO NORTE;132000;132883.81;10.066.955.303.030.300;0
MG;MATOZINHOS;293766.93;295735.33;10.067.005.499.904.200;0
AL;MATRIZ DE CAMARAGIBE;204692.85;205795.35;10.053.861.187.628.100;0
MT;MATUPA;128594.45;0;0;1
PB;MATUREIA;57216.34;19.61;0.00034273426087722496;0.9996572657391227
MG;MATUTINA;47350.66;47671.88;10.067.838.547.551.300;0
SP;MAUA;2901935.12;125916.32;0.043390466979151485;0.9566095330208485
PR;MAUA DA SERRA;96753.91;0;0;1
AM;MAUES;449419.49;146645.68;0.32630022342822734;0.6736997765717727
TO;MAURILANDIA DO TOCANTINS;39587.61;39856.59;10.067.945.501.130.200;0
CE;MAURITI;362812.14;13452.38;0.03707808674759339;0.9629219132524066
RN;MAXARANGUAPE;104941.84;26.12;0.0002488997715305926;0.9997511002284694
RS;MAXIMILIANO DE ALMEIDA;48576.13;0;0;1
AP;MAZAGAO;149276.08;30981.26;0.20754336528665546;0.7924566347133446
MG;MEDEIROS;47350.98;711.27;0.015021230817186888;0.9849787691828131
BA;MEDEIROS NETO;183424.56;3044.61;0.016598704121192933;0.9834012958788071
PR;MEDIANEIRA;354332.87;0;0;1
PA;MEDICILANDIA;234489.17;236069.46;1.006.739.287.788.850;0
MG;MEDINA;170761.63;35715.85;0.20915617870361156;0.7908438212963884
SC;MELEIRO;61763.69;0;0;1
PA;MELGACO;205215.85;11720.41;0.05711259632236009;0.9428874036776399
RJ;MENDES;149545.62;9347.01;0.06250273327965072;0.9374972667203493
PR;MERCEDES;58778.83;19946.43;0.3393471765259703;0.6606528234740296
MG;MERCES;95908.09;96547.6;1.006.667.946.364.060;0
CE;MERUOCA;130456.19;27220.2;0.20865395501738937;0.7913460449826106
MG;MESQUITA;57947.02;11.78;0.00020328914239248197;0.9997967108576076
RJ;MESQUITA;1194080.62;297255.24;0.2489406787290459;0.7510593212709541
AL;MESSIAS;156805.98;157868.41;10.067.754.431.304.200;0
RN;MESSIAS TARGINO;52002.24;124.11;0.0023866279606416956;0.9976133720393583
PI;MIGUEL ALVES;249655.5;13056.03;0.05229618414174733;0.9477038158582527
BA;MIGUEL CALMON;211421.35;83597.56;0.3954073701638931;0.6045926298361068
PI;MIGUEL LEAO;28455.51;9.46;0.0003324487946271215;0.9996675512053729
RJ;MIGUEL PEREIRA;196289.04;6937.53;0.03534344046921825;0.9646565595307818
SP;MIGUELOPOLIS;175813.51;20552.47;0.11689926445356788;0.8831007355464321
BA;MILAGRES;98444.69;7048.36;0.07159715775426789;0.9284028422457321
CE;MILAGRES;219362.2;2055.22;0.009369070879121378;0.9906309291208786
CE;MILHA;110698.88;2726.34;0.02462843345840536;0.9753715665415946
PI;MILTON BRANDAO;59097;55290.95;0.9355965615851904;0.06440343841480956
ES;MIMOSO DO SUL;206731.78;6818.93;0.03298443035705492;0.9670155696429451
GO;MINACU;228934.06;184987.74;0.8080393978947474;0.19196060210525256
AL;MINADOR DO NEGRAO;57855.11;58243.41;10.067.115.938.419.200;0
MG;MINAS NOVAS;248943.72;2004.43;0.008051739565874568;0.9919482604341254
GO;MINEIROS;475834.67;479041.47;10.067.393.155.694.100;0
RO;MINISTRO ANDREAZZA;79797.58;80331.69;1.006.693.310.749.520;0
MG;MIRABELA;120827.42;38292.66;0.3169202818366891;0.6830797181633109
SP;MIRACATU;161844.67;10267.99;0.06344348565819312;0.9365565143418069
RJ;MIRACEMA;205629.5;6707.15;0.03261764484181501;0.967382355158185
TO;MIRACEMA DO TOCANTINS;144238.73;0.84;0.000005823678564002885;0.999994176321436
MA;MIRADOR;164000;165095.32;1.006.678.780.487.800;0
RS;MIRAGUAI;51705.21;15.28;0.00029552147646243;0.9997044785235376
MG;MIRAI;128964.37;129825.7;1.006.678.821.445.020;0
MS;MIRANDA;219898.54;171293.3;0.7789651536567728;0.22103484634322723
MA;MIRANDA DO NORTE;213000;66473.91;0.3120840845070423;0.6879159154929577
PE;MIRANDIBA;132867.14;10204.09;0.07679919956130613;0.9232008004386939
SP;MIRANDOPOLIS;225863.75;134785.3;0.5967549020150422;0.4032450979849578
BA;MIRANGABA;158588.98;0;0;1
TO;MIRANORTE;103402.39;21.42;0.0002071518849806083;0.9997928481150193
PR;MIRASELVA;37483.04;37732.97;10.066.678.156.307.400;0
SP;MIRASSOL;431241.27;5867.17;0.013605307302800587;0.9863946926971994
SP;MIRASSOLANDIA;52270.07;52619.17;1.006.678.774.296.640;0
MA;MIRINZAL;122425.59;123256.12;10.067.839.575.043.000;0
PR;MISSAL;97330.56;0;0;1
CE;MISSAO VELHA;273255.59;0.37;0.000001354043662931104;0.999998645956337
PA;MOCAJUBA;231859.85;13141.36;0.05667803200942294;0.9433219679905771
SP;MOCOCA;491126.81;19665.1;0.040040778877455295;0.9599592211225447
SC;MODELO;45743.91;11.17;0.00024418551015862;0.9997558144898414
MG;MOEDA;54030.58;1048.03;0.019396978525864427;0.9806030214741356
MG;MOEMA;68863.73;69330.31;10.067.754.099.291.400;0
PB;MOGEIRO;110125.81;15191.9;0.13795040417863896;0.862049595821361
SP;MOGI DAS CRUZES;2747383.6;0;0;1
SP;MOGI GUACU;1060950.31;1068158.88;10.067.944.463.864.600;0
SE;MOITA BONITA;98046.77;98705.08;10.067.142.446.405.900;0
SP;MOGI MIRIM;654346.26;135.22;0.0002066489995679046;0.9997933510004321
PA;MOJU;563359.5;257709.34;0.4574509527220185;0.5425490472779815
PA;MOJUI DOS CAMPOS;125637.71;126477.25;10.066.822.294.038.900;0
CE;MOMBACA;216300;194520.31;0.8993079519186316;0.10069204808136845
MA;MONCAO;250089.88;251757.45;1.006.667.882.762.780;0
SP;MONCOES;37357.3;13317.9;0.35650060363034797;0.643499396369652
SP;MONGAGUA;413416.75;226003.74;0.5466729154055804;0.4533270845944196
PI;MONSENHOR GIL;88769.06;8.48;0.00009552877996004464;0.99990447122004
PI;MONSENHOR HIPOLITO;65583.37;66020.67;10.066.678.488.769.300;0
MG;MONSENHOR PAULO;75549.35;4.71;0.00006234335570061158;0.9999376566442993
CE;MONSENHOR TABOSA;151783.56;2024.69;0.013339323441880003;0.98666067655812
PB;MONTADAS;58078.02;0;0;1
ES;MONTANHA;156739.15;48.25;0.0003078362999926949;0.9996921637000074
RN;MONTANHAS;98547.39;26.11;0.0002649486708881889;0.9997350513291118
PA;MONTE ALEGRE;405698.35;114350.11;0.2818599336181673;0.7181400663818327
RN;MONTE ALEGRE;179647.73;74.13;0.0004126408944883411;0.9995873591055117
MG;MONTE ALEGRE DE MINAS;172472.64;1478.13;0.008570228878041177;0.9914297711219588
SE;MONTE ALEGRE DE SERGIPE;127482.54;0;0;1
SP;MONTE ALEGRE DO SUL;70351.51;74.97;0.0010656487685907524;0.9989343512314093
SP;MONTE ALTO;369842.77;36801.82;0.09950666333155572;0.9004933366684442
SP;MONTE APRAZIVEL;200303.09;358.22;0.0017883897847007753;0.9982116102152992
MG;MONTE AZUL;170955.75;61117.82;0.35750666473634257;0.6424933352636575
SP;MONTE AZUL PAULISTA;157442.77;10507.51;0.06673859968291972;0.9332614003170803
MG;MONTE BELO;109764.63;110512.2;10.068.106.638.723.200;0
RS;MONTE BELO DO SUL;38134.14;7.29;0.00019116728474799746;0.999808832715252
MG;MONTE CARMELO;359442.24;36317.31;0.10103795814314978;0.8989620418568502
SC;MONTE CASTELO;68958.04;69421.04;1.006.714.227.956.590;0
SP;MONTE CASTELO;48244.99;48566.68;10.066.678.426.091.400;0
TO;MONTE DO CARMO;65399.49;65843.84;10.067.943.954.914.600;0
MG;MONTE FORMOSO;53956.67;34187.95;0.6336186054476675;0.36638139455233254
PB;MONTE HOREBE;53208.04;1121.75;0.02108234018768592;0.978917659812314
SP;MONTE MOR;430944.39;87.31;0.0002026015468028253;0.9997973984531972
BA;MONTE SANTO;380944.34;0;0;1
MG;MONTE SANTO DE MINAS;174781;23.48;0.00013433954491620943;0.9998656604550837
TO;MONTE SANTO DO TOCANTINS;33039.01;48.86;0.0014788578713466293;0.9985211421286534
MG;MONTE SIAO;196441.46;27583.09;0.14041379044932775;0.8595862095506722
PB;MONTEIRO;258241.5;371.92;0.001440202291266121;0.9985597977087339
SP;MONTEIRO LOBATO;51025.43;9.78;0.0001916691343904402;0.9998083308656096
AL;MONTEIROPOLIS;68302.58;11951.66;0.17498109149024824;0.8250189085097518
RS;MONTENEGRO;466960.7;18415.4;0.03943672347587281;0.9605632765241272
MA;MONTES ALTOS;74499.02;7004.26;0.09401814950049008;0.90598185049951
MG;MONTES CLAROS;2576000;445746.2;0.17303812111801242;0.8269618788819876
MG;MONTEZUMA;73042.26;73530.35;10.066.822.959.749.600;0
CE;MORADA NOVA;460123.08;2714.06;0.005898552187384297;0.9941014478126157
MG;MORADA NOVA DE MINAS;76548.49;13.62;0.0001779264359101009;0.9998220735640899
PE;MOREILANDIA;100344.59;101013.68;100.666.792.300.412;0
PR;MOREIRA SALES;105432.09;106146.8;10.067.788.659.031.600;0
PE;MORENO;466455.86;3492.5;0.007487310803641742;0.9925126891963583
RS;MORMACO;41200.05;8.85;0.00021480556455635367;0.9997851944354437
BA;MORPARA;75583.43;32643.06;0.43188116760512196;0.568118832394878
PR;MORRETES;138953.9;32.95;0.00023712900465550088;0.9997628709953444
CE;MORRINHOS;182043;118160.58;0.64908060183583;0.35091939816416995
GO;MORRINHOS;342106.52;38.21;0.00011169035889757377;0.9998883096411024
RS;MORRINHOS DO SUL;40423.58;40694.44;1.006.700.544.583.130;0
SP;MORRO AGUDO;253451.62;60.89;0.0002402430886020772;0.999759756911398
GO;MORRO AGUDO DE GOIAS;36446.02;36689.44;10.066.789.185.760.200;0
PI;MORRO CABECA NO TEMPO;47216.46;230.41;0.004879866046713371;0.9951201339532866
SC;MORRO DA FUMACA;145028.39;42463.78;0.2927963276707408;0.7072036723292592
MG;MORRO DA GARCA;40003.07;0;0;1
BA;MORRO DO CHAPEU;274009.68;35301.88;0.12883442657938216;0.8711655734206178
MG;MORRO DO PILAR;44113.79;44407.94;10.066.679.829.595.200;0
RS;MORRO REDONDO;61085.64;1108.09;0.018139942546235088;0.9818600574537649
RS;MORRO REUTER;60165.89;0;0;1
MA;MORROS;155350.87;156389.93;10.066.884.723.593.700;0
BA;MORTUGABA;104664.83;743.32;0.007101908062144658;0.9928980919378554
SP;MORUNGABA;118537.86;26753.64;0.22569700515936428;0.7743029948406357
GO;MOSSAMEDES;48104.11;0;0;1
RN;MOSSORO;1969310.27;4678.28;0.0023755931562780097;0.997624406843722
RS;MOSTARDAS;104551.27;28210.38;0.26982340817093853;0.7301765918290615
PA;MUANA;291221.67;21418.37;0.07354662171946202;0.926453378280538
RR;MUCAJAI;122289.8;14;0.00011448215632047808;0.9998855178436795
CE;MUCAMBO;127487.34;1367.01;0.010722711761026625;0.9892772882389734
BA;MUCUGE;78683.59;38655.1;0.4912727037492824;0.5087272962507177
RS;MUCUM;51870.78;52217.21;10.066.787.119.838.900;0
BA;MUCURI;319156.27;321307.16;10.067.393.004.687.000;0
ES;MUCURICI;56145.55;56519.92;10.066.678.481.197.500;0
RS;MUITOS CAPOES;41639.67;2282.62;0.05481839793639095;0.945181602063609
RS;MULITERNO;34394.53;8.01;0.00023288586877041203;0.9997671141312295
PB;MULUNGU;82245.25;0.45;0.000005471440599913065;0.9999945285594001
BA;MULUNGU DO MORRO;98096.42;23.19;0.00023640006434485583;0.9997635999356551
BA;MUNDO NOVO;215746.18;82.59;0.00038281094942214044;0.9996171890505778
MG;MUNHOZ;60368.25;60770.78;10.066.679.090.415.900;0
BA;MUNIZ FERREIRA;69320.29;11392.54;0.16434639843543647;0.8356536015645635
ES;MUNIZ FREIRE;148928.79;149921.83;1.006.667.884.698.450;0
ES;MUQUI;129216.22;4989.73;0.03861535339758429;0.9613846466024157
MG;MURIAE;759346.14;134.67;0.00017734995005044734;0.9998226500499495
SE;MURIBECA;68533;68991.86;10.066.954.605.810.300;0
AL;MURICI;225212.17;247;0.0010967435729605554;0.9989032564270395
PI;MURICI DOS PORTELAS;73633.53;319.67;0.004341364593005388;0.9956586354069946
BA;MURITIBA;239703.64;45392.18;0.1893679211546391;0.8106320788453609
SP;MURUTINGA DO SUL;50071.6;0;0;1
BA;MUTUIPE;180758.3;37.61;0.00020806790061645857;0.9997919320993836
MG;MUTUM;214574.29;18151.63;0.08459368547834878;0.9154063145216512
MG;MUZAMBINHO;169328.59;0;0;1
SP;NANTES;42392.93;42682.06;10.068.202.410.166.000;0
MG;NANUQUE;310495.26;208265.18;0.6707515599432983;0.32924844005670173
RS;NÃO ME TOQUE;147794.75;37075.67;0.25085918139852736;0.7491408186014726
MG;NAQUE;65889.17;50453.64;0.7657349455153252;0.23426505448467483
SP;NARANDIBA;52190.14;52538.14;1.006.667.926.163.830;0
MG;NATALANDIA;44850.01;45149.71;10.066.822.727.575.700;0
RJ;NATIVIDADE;123508.63;124345.51;10.067.758.827.864.900;0
TO;NATIVIDADE;72804.48;21823.27;0.29975174604639715;0.7002482539536028
SP;NATIVIDADE DA SERRA;62489.77;62907.73;10.066.884.547.662.700;0
PB;NATUBA;93967.52;94599.25;10.067.228.548.758.100;0
SC;NAVEGANTES;559258.7;448.52;0.000801990205963716;0.9991980097940363
MS;NAVIRAI;407539.64;91460.08;0.22442008340587433;0.7755799165941257
BA;NAZARE;225705.88;44.24;0.00019600729941107427;0.999803992700589
TO;NAZARE;42282.08;42569.77;10.068.040.645.114.900;0
PE;NAZARE DA MATA;257385.77;57114.29;0.22190150605451112;0.7780984939454889
PI;NAZARE DO PIAUI;63242.55;1522.53;0.02407445620076989;0.9759255437992301
SP;NAZARE PAULISTA;154679.46;27511.12;0.1778589089980014;0.8221410910019986
MG;NAZARENO;75092.61;922.25;0.012281501468653174;0.9877184985313469
PB;NAZAREZINHO;67396.13;32432.72;0.4812252572959308;0.5187747427040692
PI;NAZARIA;70270.73;89.84;0.00127848394345697;0.998721516056543
SE;NEOPOLIS;156870.08;0;0;1
MG;NEPOMUCENO;213373.06;43.85;0.0002055086054443799;0.9997944913945557
GO;NEROPOLIS;225514.32;227018.03;10.066.679.135.941.300;0
SP;NHANDEARA;98144.91;98809.93;1.006.775.899.025.220;0
RS;NICOLAU VERGUEIRO;33189.86;0;0;1
BA;NILO PECANHA;124822.9;125655.21;10.066.679.271.191.400;0
RJ;NILOPOLIS;1116330.98;668820.55;0.5991238817003897;0.40087611829961034
MA;NINA RODRIGUES;119525.25;5651.2;0.04728038636187751;0.9527196136381225
MS;NIOAQUE;122361.75;123177.65;1.006.667.933.402.390;0
GO;NIQUELANDIA;343549.18;143.05;0.0004163887103441784;0.9995836112896558
RN;NISIA FLORESTA;217634.42;56473.76;0.2594891010346617;0.7405108989653383
RJ;NITEROI;3120870.53;3615.91;0.0011586222386482659;0.9988413777613517
RS;NONOAI;98218.63;19.76;0.0002011838283633156;0.9997988161716367
BA;NORDESTINA;119872.91;0;0;1
SE;NOSSA SENHORA APARECIDA;75218.63;31435.64;0.4179235915357671;0.5820764084642329
SE;NOSSA SENHORA DA GLORIA;277476.24;2368.78;0.008536875085232523;0.9914631249147675
SE;NOSSA SENHORA DAS DORES;210365.58;211768.28;10.066.679.159.204.600;0
SE;NOSSA SENHORA DE LOURDES;62012.95;0;0;1
PI;NOSSA SENHORA DE NAZARE;49146.22;49473.92;10.066.678.576.704.300;0
MT;NOSSA SENHORA DO LIVRAMENTO;102665.46;0;0;1
SE;NOSSA SENHORA DO SOCORRO;1314962.39;38655.8;0.029396886400682536;0.9706031135993175
PI;NOSSA SENHORA DOS REMEDIOS;70967.27;71441.25;10.066.788.535.052.800;0
SP;NOVA ALIANCA;64271.08;64702.11;1.006.706.437.794.410;0
MS;NOVA ALVORADA DO SUL;176326.63;0;0;1
MS;NOVA ANDRADINA;404666.8;23991.44;0.05928689974072496;0.940713100259275
RS;NOVA ARACA;50757.46;0;0;1
MT;NOVA BANDEIRANTES;121297.93;122106.73;1.006.667.879.657.960;0
RS;NOVA BASSANO;80200.47;0;0;1
RS;NOVA BOA VISTA;33720.68;64.13;0.0019018003195665093;0.9980981996804335
MT;NOVA BRASILANDIA;42269.25;3351.98;0.07930067365756431;0.9206993263424357
RS;NOVA BRESCIA;42598.83;20651.61;0.48479289219915195;0.515207107800848
BA;NOVA CANAA;147878.22;44.99;0.0003042368240569842;0.999695763175943
SP;NOVA CANAA PAULISTA;35199.17;35436.39;10.067.393.634.565.800;0
RS;NOVA CANDELARIA;38990.54;0;0;1
RN;NOVA CRUZ;290404.85;292382.37;10.068.095.281.466.500;0
MG;NOVA ERA;152251.99;28.73;0.00018870032503351847;0.9998112996749665
SC;NOVA ERECHIM;50368;2668.68;0.052983640406607364;0.9470163595933926
PR;NOVA ESPERANCA;222714.42;60143.11;0.2700458730961381;0.7299541269038619
PA;NOVA ESPERANCA DO PIRIA;162567.58;163651.56;10.066.678.731.392.800;0
PR;NOVA ESPERANCA DO SUDOESTE;55981.26;28180.5;0.5033916707126634;0.49660832928733656
RS;NOVA ESPERANCA DO SUL;54143.1;0;0;1
SP;NOVA EUROPA;96477.79;23853.02;0.2472384576802599;0.7527615423197401
BA;NOVA FATIMA;71546.93;18.64;0.00026052829939733266;0.9997394717006026
PR;NOVA FATIMA;73720.15;3055.97;0.04145365954898356;0.9585463404510164
PB;NOVA FLORESTA;95018.93;95653.54;10.066.787.744.294.700;0
RJ;NOVA FRIBURGO;1277000;112111.54;0.08779290524667188;0.9122070947533281
SP;NOVA GRANADA;171668.6;172816.8;10.066.884.683.628.800;0
RS;NOVA HARTZ;170580.68;78113.76;0.4579285297725393;0.5420714702274607
RJ;NOVA IGUACU;4876740.28;48791.03;0.010004844875602027;0.989995155124398
SP;NOVA INDEPENDENCIA;47120.25;236.01;0.005008674614417368;0.9949913253855827
MA;NOVA IORQUE;48937.96;49264.27;10.066.678.300.444.000;0
PA;NOVA IPIXUNA;129027.64;79646.29;0.6172808399812629;0.38271916001873707
SC;NOVA ITABERABA;46440.44;6.8;0.00014642410795418818;0.9998535758920458
BA;NOVA ITARANA;73910.59;26.4;0.0003571883271395885;0.9996428116728604
MG;NOVA LIMA;671486.01;238045.32;0.3545052561854565;0.6454947438145435
PR;NOVA LONDRINA;111666.68;62108.98;0.5561997544836115;0.4438002455163885
SP;NOVA LUZITANIA;47873.88;48190.46;10.066.127.917.770.600;0
MG;NOVA MODICA;46500.29;9;0.00019354718002833962;0.9998064528199717
MT;NOVA MONTE VERDE;72808.45;18485.66;0.2538944312095643;0.7461055687904357
MT;NOVA MUTUM;327105.35;5404.93;0.016523514519099124;0.9834764854809008
MT;NOVA NAZARE;42383.44;2825.86;0.06667368198522819;0.9333263180147718
SP;NOVA ODESSA;433234.43;295519.5;0.6821237638015059;0.31787623619849414
MT;NOVA OLIMPIA;156721.54;0;0;1
CE;NOVA OLINDA;133356.53;102047.62;0.7652240201510941;0.23477597984890586
PB;NOVA OLINDA;59677.11;60075.03;10.066.678.832.135.100;0
TO;NOVA OLINDA;94181.82;6.74;0.00007156370518216785;0.9999284362948179
MA;NOVA OLINDA DO MARANHAO;163887.97;111.49;0.0006802817802917443;0.9993197182197082
AM;NOVA OLINDA DO NORTE;276826.92;2057.85;0.00743370623059347;0.9925662937694065
RS;NOVA PALMA;60765.92;0;0;1
PB;NOVA PALMEIRA;53720;11.18;0.0002081161578555473;0.9997918838421445
RS;NOVA PETROPOLIS;169084.03;0;0;1
MG;NOVA PONTE;131996.02;132878.87;1.006.688.459.242.930;0
MG;NOVA PORTEIRINHA;68766.67;18135.56;0.2637260172697035;0.7362739827302964
RS;NOVA PRATA;210654.96;0;0;1
PR;NOVA PRATA DO IGUACU;96451.32;0;0;1
RS;NOVA RAMADA;36387.08;32971.44;0.9061304177196962;0.09386958228030384
BA;NOVA REDENCAO;79003.31;79535.74;10.067.393.378.834.300;0
MG;NOVA RESENDE;138720.19;8080.03;0.058246964627138985;0.941753035372861
GO;NOVA ROMA;42246.43;42529.75;10.067.063.654.846.100;0
RS;NOVA ROMA DO SUL;44648.17;0;0;1
TO;NOVA ROSALANDIA;44349.19;14026.03;0.31626349883729554;0.6837365011627045
CE;NOVA RUSSAS;255756.5;257496.67;10.068.040.108.462.500;0
RS;NOVA SANTA RITA;222319.12;211758.75;0.9524990473154086;0.047500952684591424
PR;NOVA SANTA ROSA;74096.27;18.89;0.00025493860892053;0.9997450613910794
MG;NOVA SERRANA;724681.8;473699.22;0.6536651258524775;0.3463348741475225
BA;NOVA SOURE;216696.7;64954.28;0.29974743500939327;0.7002525649906067
PA;NOVA TIMBOTEUA;121521.29;19.14;0.00015750326547718513;0.9998424967345229
SC;NOVA TRENTO;119253.93;204.91;0.001718266224014588;0.9982817337759854
ES;NOVA VENECIA;376322.63;154977.87;0.4118218189535931;0.5881781810464068
GO;NOVA VENEZA;79865.47;57254.74;0.7168897897927602;0.2831102102072398
SC;NOVA VENEZA;122776.58;427.81;0.0034844593325534887;0.9965155406674465
BA;NOVA VICOSA;328484.81;50675.87;0.15427157803735278;0.8457284219626472
MT;NOVA XAVANTINA;162847.65;66837.69;0.4104307922159147;0.5895692077840853
TO;NOVO ACORDO;44817.36;45113.73;10.066.128.393.104.800;0
AM;NOVO AIRAO;153350.05;11814.37;0.07704183989506362;0.9229581601049364
TO;NOVO ALEGRE;33341.61;9.8;0.0002939270179214501;0.9997060729820786
RS;NOVO BARREIRO;47360.06;0;0;1
GO;NOVO BRASIL;40242.73;40516.18;10.067.950.161.432.800;0
RS;NOVO CABRAIS;47543.11;13.8;0.0002902628793110085;0.999709737120689
MG;NOVO CRUZEIRO;248070.19;8202.32;0.03306451291064033;0.9669354870893596
GO;NOVO GAMA;794430.36;373626.1;0.47030692532949014;0.5296930746705099
RS;NOVO HAMBURGO;1610420.68;569.24;0.0003534728577876931;0.9996465271422124
BA;NOVO HORIZONTE;106623.1;33.85;0.00031747341804918444;0.9996825265819508
SC;NOVO HORIZONTE;35655.32;35849.72;10.054.522.018.032.600;0
SP;NOVO HORIZONTE;307759.14;309833.22;10.067.392.961.911.700;0
MT;NOVO HORIZONTE DO NORTE;43239.82;11.53;0.0002666523588673588;0.9997333476411326
TO;NOVO JARDIM;35568.24;3613.53;0.1015942874879387;0.8984057125120612
AL;NOVO LINO;109024.85;25.55;0.00023435024216956042;0.9997656497578304
MG;NOVO ORIENTE DE MINAS;95999.44;525.28;0.005471698584908411;0.9945283014150916
PA;NOVO PROGRESSO;194416.15;156635.76;0.8056725740119841;0.1943274259880159
RS;NOVO TIRADENTES;36210.09;0;0;1
BA;NOVO TRIUNFO;133061.46;13153.72;0.09885446920543334;0.9011455307945666
RS;NOVO XINGU;33401.11;9419.42;0.2820091907125242;0.7179908092874758
PA;OBIDOS;372042.36;37007.95;0.09947240953960189;0.9005275904603981
CE;OCARA;209031.85;35.25;0.00016863458846104075;0.9998313654115389
PI;OEIRAS;268322.16;47.91;0.0001785540187959131;0.999821445981204
PA;OEIRAS DO PARA;239715.89;241316.9;10.066.787.812.856.200;0
AP;OIAPOQUE;185760.59;58874.29;0.31693638569946403;0.683063614300536
MG;OLARIA;35920.9;7.27;0.00020238913835677835;0.9997976108616432
PB;OLHO DAGUA;62971.4;63400.4;10.068.126.165.211.500;0
AL;OLHO DAGUA DAS FLORES;178682.28;22836.72;0.1278062939425219;0.872193706057478
AL;OLHO DAGUA DO CASADO;80942.84;17.5;0.00021620195189593053;0.999783798048104
AL;OLHO DAGUA GRANDE;56678.99;57057.54;10.066.788.416.660.200;0
RN;OLHO DAGUA DO BORGES;50044.12;19;0.00037966498361845507;0.9996203350163816
MG;OLHOS DAGUA;60750.77;0.06;9,88E+07;0.9999990123581973
SP;OLIMPIA;402397.75;31814.53;0.07906239535385076;0.9209376046461493
PE;OLINDA;2509000;1051930.11;0.41926269828616985;0.5807373017138302
