UF;MUNICIPIOS;TRANSFERIDO;SALDO_CONTA;PORCENT_SALDO;PORCENT_EXECUTADO
MG;RECREIO;94639;752.91;0.007955599699912297;0.9920444003000877
TO;RECURSOLANDIA;44537.6;9111.2;0.20457321454231933;0.7954267854576806
CE;REDENCAO;228160.28;68166.56;0.29876611301493844;0.7012338869850616
PA;REDENCAO;578741.69;92.39;0.00015963944121599396;0.999840360558784
PI;REDENCAO DO GURGUEIA;71458.27;5010.58;0.07011896593634298;0.929881034063657
RS;REDENTORA;97385.08;98035.49;1.006.678.743.807.570;0
SP;REGENTE FEIJO;164596.56;66055.38;0.40131689264951836;0.5986831073504817
SP;REGISTRO;411247.21;3857.96;0.009381121394112315;0.9906188786058877
BA;REMANSO;314965.12;10608.1;0.03368023735453628;0.9663197626454637
PB;REMIGIO;163447.37;1002.12;0.006131147904062329;0.9938688520959377
PR;RENASCENCA;66006.84;10084.55;0.1527803785183475;0.8472196214816525
CE;RERIUTABA;158960;160026.05;10.067.064.041.268.200;0
RJ;RESENDE;879685.45;317340.1;0.36074269501672446;0.6392573049832755
MG;RESENDE COSTA;100252.89;22.71;0.00022652713552696587;0.999773472864473
MG;RESPLENDOR;151217.13;13870.91;0.09172843050254954;0.9082715694974505
MG;RESSAQUINHA;53397.16;0;0;1
SP;RESTINGA;67810.22;0;0;1
RS;RESTINGA SECA;129455.87;6153.98;0.047537280464763784;0.9524627195352362
PB;RIACHAO;46197.39;46510.4;10.067.754.909.963.500;0
BA;RIACHAO DAS NEVES;181432;41951.58;0.2312248114996252;0.7687751885003749
PB;RIACHAO DO BACAMARTE;51524.19;51867.75;10.066.679.359.733.700;0
SE;RIACHAO DO DANTAS;163070;63.8;0.00039124302446801984;0.999608756975532
BA;RIACHAO DO JACUIPE;252752.2;0;0;1
PB;RIACHAO DO POCO;51455.3;51800.78;10.067.141.771.595.900;0
MG;RIACHINHO;72397.8;72883.7;10.067.115.299.083.600;0
TO;RIACHINHO;46547.28;33310.21;0.7156209772085501;0.2843790227914499
RN;RIACHO DA CRUZ;46167.18;515.02;0.011155543830054163;0.9888444561699459
PE;RIACHO DAS ALMAS;171304.55;166965.87;0.9746727100943904;0.025327289905609618
RN;RIACHO DE SANTANA;49735.46;8074.21;0.16234312500578058;0.8376568749942195
PB;RIACHO DE SANTO ANTONIO;36833.92;33374.93;0.90609226495578;0.09390773504422001
PB;RIACHO DOS CAVALOS;74389.33;74886.42;1.006.682.275.536.020;0
RN;RIACHUELO;72139.22;11636.55;0.16130684529164577;0.8386931547083543
SE;RIACHUELO;91639.2;1676.43;0.018293808763062098;0.9817061912369379
GO;RIALMA;93816.39;0;0;1
MA;RIBAMAR FIQUENE;66682.95;67137.23;10.068.125.360.380.700;0
BA;RIBEIRA DO POMBAL;406002.58;6128.56;0.015094879446332582;0.9849051205536674
PE;RIBEIRAO;360708.96;2203.85;0.006109773375188684;0.9938902266248113
SP;RIBEIRAO BRANCO;142804.05;30036.96;0.21033689170580247;0.7896631082941975
PR;RIBEIRAO CLARO;97136.44;28.13;0.0002895926595621581;0.9997104073404378
MG;RIBEIRAO DAS NEVES;2151407.66;416052.42;0.1933861386363196;0.8066138613636804
BA;RIBEIRAO DO LARGO;60128.27;60532.5;10.067.227.944.525.900;0
PR;RIBEIRAO DO PINHAL;110616.16;33.42;0.0003021258376714578;0.9996978741623286
SP;RIBEIRAO PIRES;843097.44;83907.93;0.09952340740116587;0.9004765925988342
SP;RIBEIRAO PRETO;4217255.95;523428.17;0.12411581753770481;0.8758841824622952
MG;RIBEIRAO VERMELHO;48972.43;7531.3;0.15378652846101368;0.8462134715389863
PI;RIBEIRO GONCALVES;63253.97;14104.55;0.2229828420255677;0.7770171579744323
SE;RIBEIROPOLIS;156489.14;2453.68;0.015679554504549;0.984320445495451
SP;RIFAINA;45179.08;9108.47;0.20160813367602878;0.7983918663239712
SP;RINCAO;94268.28;22641.93;0.24018609441054828;0.7598139055894517
SP;RINOPOLIS;81444.74;20.14;0.0002472842322291163;0.9997527157677709
MG;RIO ACIMA;93469.33;94106.1;10.068.126.090.130.300;0
PR;RIO AZUL;132273.98;12255.31;0.09265095070096173;0.9073490492990383
ES;RIO BANANAL;158496;159558.94;10.067.064.153.038.500;0
RJ;RIO BONITO;423039.61;77962.23;0.18429061524522491;0.8157093847547751
PR;RIO BRANCO DO SUL;257423.76;1.92;0.000007458518980532333;0.9999925414810195
MG;RIO CASCA;120685.84;121490.56;10.066.678.907.815.500;0
RJ;RIO CLARO;149000;3.48;0.00002335570469798658;0.999976644295302
SP;RIO CLARO;1380467.57;0;0;1
TO;RIO DA CONCEICAO;32188.32;7.67;0.00023828519164715648;0.9997617148083529
SC;RIO DAS ANTAS;57139.73;57523.87;100.672.281.790.621;0
RJ;RIO DAS FLORES;74641.49;507.69;0.006801713095491529;0.9931982869045085
RJ;RIO DAS OSTRAS;1041686.07;210.43;0.00020200903713726346;0.9997979909628627
SP;RIO DAS PEDRAS;266354.7;24460.72;0.09183513562929432;0.9081648643707056
BA;RIO DE CONTAS;119050.01;16134.67;0.13552850604548458;0.8644714939545154
BA;RIO DO ANTONIO;132667.52;133557.24;10.067.063.890.242.300;0
SC;RIO DO CAMPO;55626.75;55997.66;10.066.678.351.692.300;0
RN;RIO DO FOGO;96245;7473.94;0.0776553587199335;0.9223446412800665
BA;RIO DO PIRES;102469.77;103156.97;10.067.063.681.317.900;0
MG;RIO DO PRADO;55349.75;55720.35;1.006.695.603.864.510;0
SC;RIO DO SUL;492563.97;114.31;0.00023207137947990798;0.9997679286205201
MG;RIO DOCE;40848.05;9.21;0.00022546975926635422;0.9997745302407336
SC;RIO DOS CEDROS;95613.24;30.84;0.00032254947118202454;0.999677450528818
RS;RIO DOS INDIOS;39298.84;2001.06;0.05091906020635724;0.9490809397936427
MG;RIO ESPERA;57199.57;916.49;0.01602267289771584;0.9839773271022841
PE;RIO FORMOSO;188367.74;0;0;1
SC;RIO FORTUNA;48039.06;18165.34;0.37813687445174826;0.6218631255482517
RS;RIO GRANDE;1406352.14;0;0;1
SP;RIO GRANDE DA SERRA;371829.61;1394.55;0.0037505081964827923;0.9962494918035172
PI;RIO GRANDE DO PIAUI;58063.64;20707.94;0.35664212577785337;0.6433578742221466
AL;RIO LARGO;547748.54;1959.16;0.0035767507477062377;0.9964232492522938
PA;RIO MARIA;144440.46;1805.25;0.012498229374234893;0.9875017706257652
SC;RIO NEGRINHO;306656.05;108138.68;0.3526383386207446;0.6473616613792554
MS;RIO NEGRO;53280.25;53635.52;10.066.679.491.931.800;0
PR;RIO NEGRO;267546.4;45701.33;0.17081646398531244;0.8291835360146875
MG;RIO NOVO;77039.49;24836.3;0.32238401370517894;0.677615986294821
ES;RIO NOVO DO SUL;99164.06;99830.72;10.067.227.985.623.000;0
MG;RIO PARANAIBA;104894.57;0;0;1
RS;RIO PARDO;289284.86;54.88;0.00018970920220297738;0.999810290797797
MG;RIO PARDO DE MINAS;245689.4;247327.63;10.066.678.904.340.100;0
MG;RIO PIRACICABA;125110.57;63139.08;0.5046662324374351;0.49533376756256486
MG;RIO POMBA;154147.49;64962.62;0.4214315782890789;0.578568421710921
MG;RIO PRETO;57210.99;14.83;0.00025921593036582657;0.9997407840696342
BA;RIO REAL;313389.34;31920.55;0.1018558895462111;0.898144110453789
SC;RIO RUFINO;35889.39;36128.7;10.066.679.873.912.500;0
TO;RIO SONO;57012.48;57393.81;10.066.885.355.627.300;0
PB;RIO TINTO;198024.14;82999.37;0.4191376364517982;0.5808623635482018
GO;RIO VERDE;1569411.11;964383.76;0.6144876596419659;0.38551234035803406
MS;RIO VERDE DE MATO GROSSO;164133.36;139065.5;0.8472713895578572;0.1527286104421428
RS;RIOZINHO;50152.28;50487.72;10.066.884.297.184.400;0
SC;RIQUEZA;47964.84;10.59;0.0002207867262769979;0.999779213273723
MG;RITAPOLIS;52232.46;24.25;0.000464270685317138;0.9995357293146828
RS;ROCA SALES;96495.41;55392.93;0.5740473044261898;0.4259526955738102
MS;ROCHEDO;57094.08;17214.77;0.30151584892864547;0.6984841510713545
MG;ROCHEDO DE MINAS;39106.71;39365.32;10.066.129.316.426.700;0
SC;RODEIO;94899.58;30.91;0.0003257127165367855;0.9996742872834632
BA;RODELAS;94099.89;94737.46;10.067.754.595.674.800;0
RN;RODOLFO FERNANDES;51237.37;11.3;0.00022054215507158156;0.9997794578449284
AC;RODRIGUES ALVES;140797.39;45148.19;0.3206607025883079;0.6793392974116921
PR;ROLANDIA;488815.06;222406.6;0.45499130079993855;0.5450086992000615
RS;ROLANTE;169061.99;49.21;0.0002910766636545566;0.9997089233363454
RO;ROLIM DE MOURA;382119.23;213.94;0.0005598776067878081;0.9994401223932122
MG;ROMARIA;46117.46;0;0;1
SC;ROMELANDIA;49038.19;9.32;0.00019005595434904918;0.9998099440456509
PR;RONCADOR;92460.5;93078.02;1.006.678.743.896.040;0
RS;RONDA ALTA;91972.72;17.87;0.00019429674364311505;0.9998057032563569
MT;RONDOLANDIA;43251.25;9.84;0.00022750787549492789;0.999772492124505
PA;RONDON DO PARA;373302.84;375796.05;10.066.787.865.851.700;0
MT;RONDONOPOLIS;1507832.52;61955.39;0.04108903951746577;0.9589109604825342
RS;ROQUE GONZALES;62677.96;17609.46;0.2809513902494593;0.7190486097505406
RR;RORAINOPOLIS;195965.16;64.55;0.000329395286386621;0.9996706047136134
SP;ROSANA;143940.21;24513.18;0.1703011271138204;0.8296988728861796
MA;ROSARIO;310621.41;312692.6;10.066.678.919.524.500;0
SE;ROSARIO DO CATETE;95306.34;95948.64;1.006.739.320.804.890;0
PR;ROSARIO DO IVAI;54496.84;54866.08;10.067.754.387.226.800;0
RS;ROSARIO DO SUL;295833.46;129176.31;0.4366521285320463;0.5633478714679536
MT;ROSARIO OESTE;138737.16;764.41;0.005509771138460668;0.9944902288615394
MG;RUBELITA;60174.13;60577.03;10.066.955.683.447.300;0
SP;RUBIACEA;42318.71;42605.44;1.006.775.490.084.640;0
GO;RUBIATABA;160734.09;36021.46;0.22410591306424169;0.7758940869357583
MG;RUBIM;93064.84;6066.76;0.06518852877198307;0.9348114712280169
PA;RUROPOLIS;355000;13586.58;0.03827205633802817;0.9617279436619718
CE;RUSSAS;562111.39;30430.81;0.054136618722491994;0.945863381277508
BA;RUY BARBOSA;247752;1326.88;0.005355678258904066;0.994644321741096
RN;RUY BARBOSA;46287.08;46601.57;1.006.794.336.562.160;0
MG;SABARA;934101.37;673688.41;0.7212155250345046;0.2787844749654954
MG;SABINOPOLIS;131567.82;55168.59;0.41931674477847236;0.5806832552215276
CE;SABOEIRO;134805.35;135706.16;1.006.682.301.555.530;0
MG;SACRAMENTO;210038.85;117431.49;0.5590941390128541;0.4409058609871459
RS;SAGRADA FAMILIA;38482.41;0.1;0.0000025985898492324156;0.9999974014101508
PE;SAIRE;83704.55;20.33;0.0002428780753256543;0.9997571219246744
RS;SALDANHA MARINHO;38716.49;32.44;0.0008378858724021728;0.9991621141275978
SP;SALES OLIVEIRA;100497.15;101168.35;1.006.678.796.363.870;0
SP;SALESOPOLIS;146772.04;35044.88;0.23877081765709596;0.761229182342904
SC;SALETE;65343.38;31232.22;0.4779706834877535;0.5220293165122465
PB;SALGADINHO;47893.06;21047.61;0.4394709797202351;0.5605290202797649
PE;SALGADINHO;98340.62;9257.34;0.09413546508045201;0.905864534919548
SE;SALGADO;164173.9;0;0;1
PB;SALGADO DE SAO FELIX;103593.31;104285.55;1.006.682.284.792.320;0
PR;SALGADO FILHO;47611.08;47934.57;10.067.944.268.434.900;0
PE;SALGUEIRO;446870.65;12232.83;0.027374431504955627;0.9726255684950443
MG;SALINAS;314931.41;123598.51;0.3924616791954794;0.6075383208045206
BA;SALINAS DA MARGARIDA;134357.48;75312.58;0.560538795458206;0.43946120454179405
PA;SALINOPOLIS;293082.91;295037.16;10.066.679.084.085.700;0
CE;SALITRE;139003.05;95669.15;0.6882521642510722;0.31174783574892784
SP;SALMOURAO;54719.37;55092.57;10.068.202.539.612.500;0
PE;SALOA;135453.47;90721.22;0.6697592907734294;0.33024070922657056
SC;SALTINHO;43300.31;0;0;1
SP;SALTO;816092.31;0;0;1
MG;SALTO DA DIVISA;65963.39;4004.58;0.06070912971574081;0.9392908702842592
SP;SALTO DE PIRAPORA;340862.21;0;0;1
RS;SALTO DO JACUI;102524.46;31.5;0.00030724375431970084;0.9996927562456803
PR;SALTO DO LONTRA;129699.08;19281.89;0.1486663590828863;0.8513336409171137
SC;SALTO VELOSO;48649.95;0;0;1
RS;SALVADOR DO SUL;68113.82;20.28;0.0002977369350302185;0.9997022630649698
PA;SALVATERRA;176176.61;67578.1;0.3835815662476421;0.6164184337523579
TO;SAMPAIO;46923.7;47238.76;10.067.143.042.854.600;0
RS;SANANDUVA;132202.06;26642.61;0.2015294617950734;0.7984705382049266
PE;SANHARO;214081.06;0;0;1
PR;SANTA AMELIA;46149.8;14504.08;0.314282618776246;0.685717381223754
BA;SANTA BARBARA;172593.96;173757.12;10.067.392.856.621.400;0
MG;SANTA BARBARA;248030.23;207528.52;0.836706557906268;0.16329344209373198
GO;SANTA BARBARA DE GOIAS;61064.65;0.18;0.0000029476955980260264;0.999997052304402
PA;SANTA BARBARA DO PARA;160915.8;59359.17;0.3688834160473987;0.6311165839526013
RS;SANTA BARBARA DO SUL;69227.14;7166.94;0.10352789382892316;0.8964721061710769
MG;SANTA BARBARA DO TUGURIO;51239.03;51580.69;10.066.679.638.548.900;0
SP;SANTA BARBARA DOESTE;1306521.02;136955.93;0.1048248959668479;0.8951751040331521
SP;SANTA BRANCA;125196.1;38.35;0.000306319446053032;0.9996936805539469
BA;SANTA BRIGIDA;126056.12;40955.23;0.3248967999332361;0.6751032000667638
PB;SANTA CECILIA;63154.09;46787.03;0.7408392710590874;0.2591607289409126
SC;SANTA CECILIA;132276.9;133175.73;1.006.795.063.990.760;0
RS;SANTA CLARA DO SUL;61285.47;6101.39;0.0995568770215844;0.9004431229784156
PB;SANTA CRUZ;63269.83;63693.01;10.066.884.959.229.300;0
PE;SANTA CRUZ;132912.81;133798.13;10.066.609.080.042.700;0
RN;SANTA CRUZ;303713.3;39.73;0.00013081415927455268;0.9998691858407255
BA;SANTA CRUZ CABRALIA;221441.08;53447.43;0.24136185571349275;0.7586381442865072
PE;SANTA CRUZ DA BAIXA VERDE;107892.32;108612.91;10.066.787.886.292.500;0
BA;SANTA CRUZ DA VITORIA;63000.07;197.77;0.00313920286120317;0.9968607971387968
SP;SANTA CRUZ DAS PALMEIRAS;261404.71;181092.63;0.6927672802835114;0.3072327197164886
GO;SANTA CRUZ DE GOIAS;39910;40180.42;10.067.757.454.272.100;0
MG;SANTA CRUZ DE MINAS;75069.77;1093.76;0.014569912762487482;0.9854300872375125
PR;SANTA CRUZ DE MONTE CASTELO;71704.75;72183.65;10.066.787.765.106.200;0
PA;SANTA CRUZ DO ARARI;78109.4;15.37;0.0001967752920903246;0.9998032247079097
PE;SANTA CRUZ DO CAPIBARIBE;760240.48;6096.76;0.008019515088173152;0.9919804849118269
MG;SANTA CRUZ DO ESCALVADO;53111.69;53466.6;10.066.823.330.231.000;0
PI;SANTA CRUZ DO PIAUI;56968;2715.48;0.047666760286476616;0.9523332397135233
SP;SANTA CRUZ DO RIO PARDO;353713.91;43377.93;0.12263563510974167;0.8773643648902584
RS;SANTA CRUZ DO SUL;886108.41;15488.03;0.01747870782537771;0.9825212921746223
PI;SANTA CRUZ DOS MILAGRES;44287.58;1580.54;0.03568810939771376;0.9643118906022863
SP;SANTA ERNESTINA;56426.46;56803.32;10.066.787.815.503.500;0
PR;SANTA FE;104952.51;0;0;1
MG;SANTA FE DE MINAS;47904.78;48224.73;10.066.788.742.167.200;0
SP;SANTA FE DO SUL;249760.65;13294.74;0.05322992232763648;0.9467700776723635
PE;SANTA FILOMENA;127654.52;128519.49;10.067.758.666.124.700;0
PI;SANTA FILOMENA;57042.22;57430.65;10.068.095.175.818.800;0
MA;SANTA FILOMENA DO MARANHAO;66580.18;0;0;1
SP;SANTA GERTRUDES;210642.68;20216.03;0.09597309529103978;0.9040269047089602
MA;SANTA HELENA;307137;1330.58;0.0043322035443466595;0.9956677964556533
PB;SANTA HELENA;59070;38239.71;0.6473626206196038;0.3526373793803962
GO;SANTA HELENA DE GOIAS;291488.49;99008.86;0.33966644789301975;0.6603335521069802
MG;SANTA HELENA DE MINAS;62291.75;7.77;0.00012473561908278382;0.9998752643809172
BA;SANTA INES;96623.41;32.36;0.0003349084864630631;0.9996650915135369
SP;SANTA ISABEL;417321.93;213405.19;0.5113682619075398;0.4886317380924602
PA;SANTA ISABEL DO PARA;485361.46;177204.32;0.3650976325973636;0.6349023674026364
PR;SANTA IZABEL DO OESTE;128979.7;52365.01;0.4059941990871432;0.5940058009128568
MG;SANTA JULIANA;123192.24;124018.42;10.067.064.289.114.300;0
ES;SANTA LEOPOLDINA;102600.04;103286.28;10.066.884.964.177.400;0
PR;SANTA LUCIA;48941.66;11.65;0.00023803851360987754;0.9997619614863901
SP;SANTA LUCIA;74759.08;15.37;0.00020559375530035948;0.9997944062446996
PI;SANTA LUZ;54797.96;55164.86;10.066.955.047.231.600;0
BA;SANTA LUZIA;107833.46;58733.6;0.5446695302181715;0.45533046978182845
MA;SANTA LUZIA;511080.42;163263.5;0.3194477691006046;0.6805522308993954
MG;SANTA LUZIA;1490701.32;1349693.41;0.9054083416254034;0.0945916583745966
PB;SANTA LUZIA;130674.76;9098.62;0.06962798324634384;0.9303720167536562
SE;SANTA LUZIA DO ITANHY;121796.05;122608.17;10.066.678.681.287.200;0
AL;SANTA LUZIA DO NORTE;69084.75;11806.88;0.17090428784934444;0.8290957121506556
PA;SANTA LUZIA DO PARA;153888.44;154934.03;10.067.944.674.726.700;0
RO;SANTA LUZIA DOESTE;55556.19;55930.6;10.067.393.030.371.500;0
RS;SANTA MARGARIDA DO SUL;38214.07;0.01;2,62E+09;0.9999997383162799
RN;SANTA MARIA;57426.28;57811.4;10.067.063.372.379.300;0
RS;SANTA MARIA;1812388.17;1583.64;0.0008737863258067945;0.9991262136741932
PE;SANTA MARIA DA BOA VISTA;320398.7;12181.75;0.038020597461849874;0.9619794025381502
BA;SANTA MARIA DA VITORIA;308325.17;65.48;0.00021237319029127595;0.9997876268097087
ES;SANTA MARIA DE JETIBA;304656.91;87508.93;0.2872376339666807;0.7127623660333193
PE;SANTA MARIA DO CAMBUCA;125713.35;12419.55;0.09879261033136098;0.901207389668639
RS;SANTA MARIA DO HERVAL;59732.53;6787.48;0.11363121568766633;0.8863687843123337
PA;SANTA MARIA DO PARA;189272.04;190542.85;10.067.141.982.513.600;0
MG;SANTA MARIA DO SUACUI;126686.35;127549.64;10.068.143.884.483.200;0
TO;SANTA MARIA DO TOCANTINS;39633.29;39898.38;10.066.885.691.296.300;0
RJ;SANTA MARIA MADALENA;88247.97;88838.84;100.669.556.478.183;0
PR;SANTA MARIANA;103164.5;58218.95;0.5643312379743032;0.4356687620256968
PR;SANTA MONICA;49900.83;50235.49;10.067.065.016.754.200;0
CE;SANTA QUITERIA;329598.27;88.53;0.00026859971079338493;0.9997314002892066
MA;SANTA QUITERIA DO MARANHAO;198202.27;0;0;1
MA;SANTA RITA;282728.13;20452.35;0.07233928226384831;0.9276607177361517
PB;SANTA RITA;934088.26;212223.54;0.22719859470238926;0.7728014052976108
MG;SANTA RITA DE CALDAS;77038.73;77552.42;10.066.679.448.116.500;0
BA;SANTA RITA DE CASSIA;224664.15;9780.45;0.0435336478917531;0.9564663521082469
MG;SANTA RITA DE JACUTINGA;53831.07;3265.31;0.060658463597324;0.939341536402676
MG;SANTA RITA DE MINAS;67122.38;14.56;0.00021691721896631197;0.9997830827810337
MG;SANTA RITA DO SAPUCAI;324800;67.59;0.0002080972906403941;0.9997919027093596
MT;SANTA RITA DO TRIVELATO;39985.52;34214.76;0.855678755709567;0.14432124429043303
RS;SANTA ROSA;520440.49;2175.76;0.004180612465413673;0.9958193875345863
SC;SANTA ROSA DE LIMA;33942.72;0;0;1
SE;SANTA ROSA DE LIMA;47339.97;22723.16;0.4799994592307515;0.5200005407692485
SP;SANTA ROSA DE VITERBO;208596.49;112385.35;0.5387691326925013;0.46123086730749874
PI;SANTA ROSA DO PIAUI;51355.73;13.47;0.00026228816141840453;0.9997377118385816
AC;SANTA ROSA DO PURUS;53699.71;54059.26;10.066.955.668.848.100;0
SC;SANTA ROSA DO SUL;69431.91;21.65;0.0003118162815915621;0.9996881837184084
TO;SANTA ROSA DO TOCANTINS;47597.8;0.25;0.000005252343595712407;0.9999947476564043
ES;SANTA TERESA;192100.99;23304.32;0.12131285736736704;0.8786871426326329
BA;SANTA TERESINHA;95318.8;25418.39;0.2666671212814261;0.7333328787185739
PB;SANTA TERESINHA;51820.69;2616.02;0.050482152977893574;0.9495178470221064
MT;SANTA TEREZINHA;68201.02;68652.02;10.066.128.043.246.200;0
RS;SANTA VITORIA DO PALMAR;232325.57;169783.92;0.7308016935027858;0.2691983064972142
BA;SANTALUZ;294068.97;296050.79;1.006.739.303.368.180;0
AP;SANTANA;765917;771078.75;1.006.739.307.261.750;0
BA;SANTANA;214821.27;57.25;0.0002665006123462542;0.9997334993876538
RS;SANTANA DA BOA VISTA;69820.91;41044.65;0.5878561307780148;0.4121438692219852
MG;SANTANA DA VARGEM;66482.94;17.91;0.0002693924185663269;0.9997306075814337
MG;SANTANA DE CATAGUASES;48053.23;5900.83;0.12279778071109891;0.8772022192889011
SP;SANTANA DE PARNAIBA;942908.31;361384.55;0.3832658447988437;0.6167341552011563
MG;SANTANA DE PIRAPAMA;69576.95;25.67;0.0003689440252842357;0.9996310559747158
CE;SANTANA DO ACARAU;256464.45;63941.67;0.2493198180098645;0.7506801819901355
CE;SANTANA DO CARIRI;154000;89624.61;0.581977987012987;0.418022012987013
MG;SANTANA DO DESERTO;48647;10.15;0.00020864595966863322;0.9997913540403314
AL;SANTANA DO IPANEMA;363506.02;365929.84;10.066.678.950.736.400;0
MG;SANTANA DO JACARE;53471.38;17.13;0.00032035829260438015;0.9996796417073956
RS;SANTANA DO LIVRAMENTO;549837.51;78222.03;0.14226390265735053;0.8577360973426494
RN;SANTANA DO MATOS;107338.67;46.58;0.00043395357889193146;0.999566046421108
AL;SANTANA DO MUNDAU;97891.66;4440.8;0.045364436561807206;0.9546355634381928
MG;SANTANA DO PARAISO;267093.67;17680.7;0.06619662682384049;0.9338033731761595
PI;SANTANA DO PIAUI;47798.42;3832.16;0.08017336137889076;0.9198266386211092
MG;SANTANA DO RIACHO;50468.27;10.24;0.00020289976256368606;0.9997971002374363
SE;SANTANA DO SAO FRANCISCO;69417.95;65859.84;0.9487436606814231;0.05125633931857687
RN;SANTANA DO SERIDO;41034.57;1052.76;0.025655441253557672;0.9743445587464423
PB;SANTANA DOS GARROTES;65854.61;2012.15;0.030554428915454818;0.9694455710845452
MG;SANTANA DOS MONTES;47510.84;7.4;0.00015575392899809813;0.9998442460710019
BA;SANTANOPOLIS;78004.18;22.42;0.000287420494645287;0.9997125795053547
PA;SANTAREM;1974157.07;836206.81;0.42357663567266207;0.576423364327338
RS;SANTIAGO;360806.13;0;0;1
BA;SANTO AMARO;450400;386.38;0.0008578596802841918;0.9991421403197158
SC;SANTO AMARO DA IMPERATRIZ;176140.03;14277.71;0.08105885981738506;0.918941140182615
SE;SANTO AMARO DAS BROTAS;102426.79;0;0;1
SP;SANTO ANASTACIO;168119.22;126022.12;0.7495997185806595;0.25040028141934045
PB;SANTO ANDRE;40105.54;40378.27;10.068.003.073.889.500;0
SP;SANTO ANDRE;4305636.35;87085;0.020225814007725017;0.979774185992275
RS;SANTO ANGELO;545213.07;407.63;0.0007476526562358456;0.9992523473437641
RN;SANTO ANTONIO;197845.89;4720.42;0.02385907536416349;0.9761409246358365
SP;SANTO ANTONIO DA ALEGRIA;64019.87;14.64;0.0002286790023159997;0.999771320997684
RS;SANTO ANTONIO DA PATRULHA;315656.25;34948.16;0.11071588159588161;0.8892841184041184
PR;SANTO ANTONIO DA PLATINA;353158.55;122624.68;0.3472227417402184;0.6527772582597816
RS;SANTO ANTONIO DAS MISSOES;89540.58;0;0;1
BA;SANTO ANTONIO DE JESUS;723000;0;0;1
PI;SANTO ANTONIO DE LISBOA;57967.13;34.54;0.0005958549267490042;0.999404145073251
RJ;SANTO ANTONIO DE PADUA;307431.23;64692.59;0.21042946742918733;0.7895705325708127
MG;SANTO ANTONIO DO AMPARO;157658.72;31.48;0.0001996717974115228;0.9998003282025885
MG;SANTO ANTONIO DO AVENTUREIRO;46511.71;46827;10.067.787.230.355.500;0
GO;SANTO ANTONIO DO DESCOBERTO;529048.01;32278.82;0.06101302602007708;0.9389869739799229
MG;SANTO ANTONIO DO GRAMA;48275.89;48598.48;10.066.822.175.624.300;0
AM;SANTO ANTONIO DO ICA;172660.58;24.08;0.0001394643757133215;0.9998605356242867
MG;SANTO ANTONIO DO ITAMBE;47859.11;48178.23;10.066.679.050.237.200;0
MT;SANTO ANTONIO DO LEVERGER;135751.18;59.01;0.00043469235405541224;0.9995653076459445
MG;SANTO ANTONIO DO MONTE;221790.88;92220.48;0.41579924296256005;0.5842007570374399
SP;SANTO ANTONIO DO PINHAL;63345.59;29768.55;0.4699387913191747;0.5300612086808253
MG;SANTO ANTONIO DO RIO ABAIXO;36023.67;36263.62;1.006.660.898.237.180;0
PR;SANTO ANTONIO DO SUDOESTE;169470;96453.94;0.5691505281170709;0.4308494718829291
PA;SANTO ANTONIO DO TAUA;233835.28;235394.47;1.006.667.898.873.080;0
MA;SANTO ANTONIO DOS LOPES;119947.74;120748.85;10.066.788.252.950.800;0
RS;SANTO AUGUSTO;118000;24.63;0.00020872881355932203;0.9997912711864407
RS;SANTO CRISTO;120709.18;0;0;1
BA;SANTO ESTEVAO;400538.76;188.38;0.0004703165306648475;0.9995296834693351
RS;SANTO EXPEDITO DO SUL;36855.25;37101;10.066.679.781.035.200;0
PR;SANTO INACIO;58219.32;0;0;1
SP;SANTOS;2675840;417420.48;0.1559960535756996;0.8440039464243004
MG;SANTOS DUMONT;351898.58;198847.15;0.5650694867822428;0.4349305132177572
CE;SAO BENEDITO;362475.62;0;0;1
MA;SAO BENEDITO DO RIO PRETO;150000;62927.93;0.41951953333333336;0.5804804666666666
PE;SAO BENEDITO DO SUL;135750.35;46756.37;0.3444290935529816;0.6555709064470183
PB;SAO BENTINHO;51569.48;13.48;0.0002613949180794532;0.9997386050819206
PB;SAO BENTO;262857.46;14194.35;0.05400017941282701;0.945999820587173
RN;SAO BENTO DO NORTE;41417.32;41693.49;10.066.679.833.460.900;0
SP;SAO BENTO DO SAPUCAI;94719.31;19.95;0.00021062231133229327;0.9997893776886677
SC;SAO BENTO DO SUL;583807.16;36549.66;0.06260570699406975;0.9373942930059302
TO;SAO BENTO DO TOCANTINS;50423.46;16.57;0.0003286168779373728;0.9996713831220626
PE;SAO BENTO DO UNA;438000;115680.32;0.2641103196347032;0.7358896803652968
MA;SAO BERNARDO;214557;47.97;0.0002235769515793006;0.9997764230484207
SP;SAO BERNARDO DO CAMPO;4991686.4;45610.07;0.009137206616184862;0.9908627933838151
SC;SAO BONIFACIO;37916.42;0;0;1
RS;SAO BORJA;438516.82;102.84;0.00023451780025222295;0.9997654821997478
AL;SAO BRAS;67172.74;2572.07;0.03829038386702701;0.961709616132973
PI;SAO BRAZ DO PIAUI;46450.55;2886.73;0.06214630397271937;0.9378536960272806
PA;SAO CAETANO DE ODIVELAS;143624.03;403.3;0.0028080259271376804;0.9971919740728623
SP;SAO CAETANO DO SUL;1121852.11;399791.6;0.35636747164472504;0.643632528355275
PE;SAO CAITANO;284641.7;11644.73;0.040910133687369066;0.9590898663126309
